,bldCode,doorIndex,bldCodeDoorIndex,ProjNumber,aprtmentSize,yearsInBldg,age,lowDiscount,highDiscount,noDiscount,income,rent,own,agentID,prjectType,tic,status,Floors,MainCost,cityTax,CostForStaying,ratioCostForStaying,reason_leave,mortgage,rentPrice,bld_status
670,211_22_r,28,211_22_r_28,20170076,75,0,20,0,0,1,18176.13157894737,0,1,3cb42b3c-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6380.25,0.3510235372299995,,5573,,Building after
671,211_22_r,29,211_22_r_29,20170076,75,0,72,0,0,1,19297.65789473684,0,1,3cb42b5a-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6403.25,0.3318148779985572,,5596,,Building after
672,211_22_r,30,211_22_r_30,20170076,75,0,22,0,0,1,17821.28947368421,0,1,3cb42b6e-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6385.25,0.358293377672181,,5578,,Building after
673,211_22_r,31,211_22_r_31,20170076,75,0,50,0,0,1,17429.13157894737,0,1,3cb42b8c-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6342.25,0.3638878948886242,,5535,,Building after
674,211_22_r,32,211_22_r_32,20170076,75,0,28,0,0,1,18326.23684210526,0,1,3cb42baa-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6396.25,0.3490214633319788,,5589,,Building after
675,211_22_r,33,211_22_r_33,20170076,75,0,31,0,0,1,19702.65789473684,0,1,3cb42bbe-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6346.25,0.3221012126336147,,5539,,Building after
676,211_22_r,34,211_22_r_34,20170076,75,0,73,0,0,1,20847.81578947368,0,1,3cb42bdc-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6370.25,0.3055595878402004,,5563,,Building after
677,211_22_r,35,211_22_r_35,20170076,75,0,23,0,0,1,19941.13157894737,0,1,3cb42bf0-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6342.25,0.3180486510953953,,5535,,Building after
678,211_22_r,36,211_22_r_36,20170076,75,0,45,0,0,1,21339.60526315789,0,1,3cb42c0e-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6414.25,0.3005795993365438,,5607,,Building after
679,211_20_r,1,211_20_r_1,20170076,75,0,46,0,0,1,21265.13157894737,0,1,3cb42c2c-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6380.25,0.3000334127401541,,5573,,Building after
680,211_20_r,2,211_20_r_2,20170076,75,0,62,0,0,1,17898.07894736842,0,1,3cb42c40-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6353.25,0.3549682632802403,,5546,,Building after
681,211_20_r,3,211_20_r_3,20170076,75,0,64,0,0,1,21742.60526315789,0,1,3cb42c5e-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6414.25,0.2950083452450258,,5607,,Building after
682,211_20_r,4,211_20_r_4,20170076,75,0,40,0,0,1,21617.28947368421,0,1,3cb42c72-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6385.25,0.2953769947787894,,5578,,Building after
683,211_20_r,5,211_20_r_5,20170076,75,0,61,0,0,1,19570.13157894737,1,0,3cb42c90-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3095150370126334,,0,,Building after
684,211_20_r,6,211_20_r_6,20170076,75,0,79,0,0,1,18316.02631578947,0,1,3cb42ca4-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6383.25,0.348506269315483,,5576,,Building after
685,211_20_r,7,211_20_r_7,20170076,75,0,64,0,0,1,21650.71052631579,0,1,3cb42cc2-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6354.25,0.2934892133113414,,5547,,Building after
686,211_20_r,8,211_20_r_8,20170076,75,0,39,0,0,1,20015.5,0,1,3cb42cd6-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6341.25,0.3168169668506907,,5534,,Building after
687,211_20_r,9,211_20_r_9,20170076,75,0,56,0,0,1,16707.13157894737,1,0,3cb42cf4-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3625547552179892,,0,,Building after
688,211_20_r,10,211_20_r_10,20170076,75,0,78,0,0,1,21582.81578947368,0,1,3cb42d12-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6389.25,0.2960341255896809,,5582,,Building after
689,211_20_r,11,211_20_r_11,20170076,75,0,25,0,0,1,20456.97368421053,0,1,3cb42d26-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6356.25,0.3107131141741653,,5549,,Building after
690,211_20_r,12,211_20_r_12,20170076,75,0,55,0,0,1,19469.55263157895,0,1,3cb42d44-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6368.25,0.3270876388639211,,5561,,Building after
691,211_20_r,13,211_20_r_13,20170076,75,0,57,0,0,1,19432.34210526316,0,1,3cb42d58-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6355.25,0.3270449833362449,,5548,,Building after
692,211_20_r,14,211_20_r_14,20170076,75,0,77,0,0,1,16279.13157894737,1,0,3cb42d76-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3720868014749267,,0,,Building after
693,211_20_r,15,211_20_r_15,20170076,75,0,35,0,0,1,17977.55263157895,0,1,3cb42d8a-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6387.25,0.3552902962319969,,5580,,Building after
694,211_20_r,16,211_20_r_16,20170076,75,0,21,0,0,1,18441.86842105263,0,1,3cb42da8-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6340.25,0.3437965099437636,,5533,,Building after
695,211_20_r,17,211_20_r_17,20170076,75,0,60,0,0,1,19160.13157894737,1,0,3cb42dc6-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3161382256192615,,0,,Building after
696,211_20_r,18,211_20_r_18,20170076,75,0,38,0,0,1,17295.02631578947,0,1,3cb42dda-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6383.25,0.3690800975637961,,5576,,Building after
697,211_20_r,19,211_20_r_19,20170076,75,0,45,0,0,1,18255.86842105263,0,1,3cb42df8-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6397.25,0.3504215659564409,,5590,,Building after
698,211_20_r,20,211_20_r_20,20170076,75,0,88,0,0,1,16520.13157894737,1,0,3cb42e16-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3666587019027822,,0,,Building after
699,211_20_r,21,211_20_r_21,20170076,75,0,76,0,0,1,20520.71052631579,0,1,3cb42e2a-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6392.25,0.3115023718015304,,5585,,Building after
700,211_20_r,22,211_20_r_22,20170076,75,0,41,0,0,1,18717.02631578947,0,1,3cb42e48-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6383.25,0.3410397513100231,,5576,,Building after
701,211_20_r,23,211_20_r_23,20170076,75,0,67,0,0,1,17038.13157894737,1,0,3cb42e5c-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3555113993534627,,0,,Building after
702,211_20_r,24,211_20_r_24,20170076,75,0,50,0,0,1,18253.02631578947,0,1,3cb42e7a-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6345.25,0.3476272860304347,,5538,,Building after
703,211_20_r,25,211_20_r_25,20170076,75,0,93,0,0,1,21483.65789473684,0,1,3cb42e8e-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6403.25,0.2980521301993314,,5596,,Building after
704,211_20_r,26,211_20_r_26,20170076,75,0,48,0,0,1,21412.65789473684,0,1,3cb42eac-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6403.25,0.2990404101853183,,5596,,Building after
705,211_20_r,27,211_20_r_27,20170076,75,0,22,0,0,1,18677.71052631579,0,1,3cb42eca-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6354.25,0.3402049727158603,,5547,,Building after
706,211_20_r,28,211_20_r_28,20170076,75,0,45,0,0,1,20421.13157894737,1,0,3cb42ede-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.2966167656568338,,0,,Building after
707,211_20_r,29,211_20_r_29,20170076,75,0,41,0,0,1,17590.44736842105,0,1,3cb42efc-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6352.25,0.3611192977049445,,5545,,Building after
708,211_20_r,30,211_20_r_30,20170076,75,0,34,0,0,1,20021.13157894737,1,0,3cb42f10-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3025428396049963,,0,,Building after
709,211_20_r,31,211_20_r_31,20170076,75,0,40,0,0,1,18361.97368421053,0,1,3cb42f2e-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6394.25,0.3482332623915271,,5587,,Building after
710,211_20_r,32,211_20_r_32,20170076,75,0,68,0,0,1,21805.55263157895,0,1,3cb42f42-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6387.25,0.2929185106159585,,5580,,Building after
711,211_20_r,33,211_20_r_33,20170076,75,0,21,0,0,1,16669.13157894737,1,0,3cb42f60-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3633812578245008,,0,,Building after
712,211_20_r,34,211_20_r_34,20170076,75,0,61,0,0,1,17572.13157894737,1,0,3cb42f74-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3447077534553068,,0,,Building after
713,211_20_r,35,211_20_r_35,20170076,75,0,75,0,0,1,17865.13157894737,1,0,3cb42f92-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3390543178051925,,0,,Building after
714,211_20_r,36,211_20_r_36,20170076,75,0,65,0,0,1,19850.13157894737,1,0,3cb42fb0-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3051491107708421,,0,,Building after
715,211_19_r,1,211_19_r_1,20170076,75,0,48,0,0,1,19925.60526315789,0,1,3cb42fce-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6376.25,0.3200028263025755,,5569,,Building after
716,211_19_r,2,211_19_r_2,20170076,75,0,30,0,0,1,17170.02631578947,0,1,3cb42fe2-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6345.25,0.3695538890447092,,5538,,Building after
717,211_19_r,3,211_19_r_3,20170076,75,0,66,0,0,1,17833.65789473684,0,1,3cb43000-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6346.25,0.3558580094705605,,5539,,Building after
718,211_19_r,4,211_19_r_4,20170076,75,0,36,0,0,1,17330.13157894737,1,0,3cb4301e-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3495212931538468,,0,,Building after
719,211_19_r,5,211_19_r_5,20170076,75,0,31,0,0,1,17555.13157894737,1,0,3cb43032-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3450415607971878,,0,,Building after
720,211_19_r,6,211_19_r_6,20170076,75,0,28,0,0,1,17949.55263157895,0,1,3cb43050-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6406.25,0.3569030455237853,,5599,,Building after
721,211_19_r,7,211_19_r_7,20170076,75,0,59,0,0,1,20139.02631578947,0,1,3cb4306e-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6383.25,0.316959216394458,,5576,,Building after
722,211_19_r,8,211_19_r_8,20170076,75,0,60,0,0,1,18158.13157894737,1,0,3cb43082-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3335833300725063,,0,,Building after
723,211_19_r,9,211_19_r_9,20170076,75,0,23,0,0,1,19316.65789473684,0,1,3cb430a0-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6384.25,0.3305048955564668,,5577,,Building after
724,211_19_r,10,211_19_r_10,20170076,75,0,66,0,0,1,17212.13157894737,1,0,3cb430be-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.351917481702777,,0,,Building after
725,211_19_r,11,211_19_r_11,20170076,75,0,55,0,0,1,20499.5,0,1,3cb430d2-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6398.25,0.3121173687163101,,5591,,Building after
726,211_19_r,12,211_19_r_12,20170076,75,0,75,0,0,1,17931.92105263158,0,1,3cb430f0-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6405.25,0.3571982043195536,,5598,,Building after
727,211_19_r,13,211_19_r_13,20170076,75,0,40,0,0,1,20117.34210526316,0,1,3cb43104-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6393.25,0.317797945998412,,5586,,Building after
728,211_19_r,14,211_19_r_14,20170076,75,0,46,0,0,1,19155.23684210526,0,1,3cb43122-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6377.25,0.3329246227842049,,5570,,Building after
729,211_19_r,15,211_19_r_15,20170076,75,0,24,0,0,1,19640.13157894737,1,0,3cb43136-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3084118849026899,,0,,Building after
730,211_19_r,16,211_19_r_16,20170076,75,0,29,0,0,1,17672.13157894737,1,0,3cb43154-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.342757180872054,,0,,Building after
731,211_19_r,17,211_19_r_17,20170076,75,0,58,0,0,1,16765.71052631579,0,1,3cb43168-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6354.25,0.3790027264294134,,5547,,Building after
732,211_19_r,18,211_19_r_18,20170076,75,0,43,0,0,1,16229.13157894737,1,0,3cb43186-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.373233156101682,,0,,Building after
733,211_19_r,19,211_19_r_19,20170076,75,0,38,0,0,1,20649.13157894737,0,1,3cb431a4-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6361.25,0.3080638028615961,,5554,,Building after
734,211_19_r,20,211_19_r_20,20170076,75,0,32,0,0,1,19175.13157894737,1,0,3cb431b8-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3158909223157736,,0,,Building after
735,211_19_r,21,211_19_r_21,20170076,75,0,25,0,0,1,16425.13157894737,1,0,3cb431d6-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3687793897349216,,0,,Building after
736,211_19_r,22,211_19_r_22,20170076,75,0,36,0,0,1,18409.13157894737,1,0,3cb431ea-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3290350755560384,,0,,Building after
737,211_19_r,23,211_19_r_23,20170076,75,0,21,0,0,1,20476.13157894737,1,0,3cb43208-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.2958200369364588,,0,,Building after
738,211_19_r,24,211_19_r_24,20170076,75,0,32,0,0,1,20429.07894736842,0,1,3cb43226-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6410.25,0.313780666104173,,5603,,Building after
739,211_19_r,25,211_19_r_25,20170076,75,0,48,0,0,1,17774.13157894737,1,0,3cb4323a-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3407902081232779,,0,,Building after
740,211_19_r,26,211_19_r_26,20170076,75,0,21,0,0,1,21609.23684210526,0,1,3cb43258-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6377.25,0.2951168542691904,,5570,,Building after
741,211_19_r,27,211_19_r_27,20170076,75,0,88,0,0,1,19094.92105263158,0,1,3cb4326c-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6386.25,0.3344475728596885,,5579,,Building after
742,211_19_r,28,211_19_r_28,20170076,75,0,35,0,0,1,20037.44736842105,0,1,3cb4328a-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6371.25,0.3179671483524926,,5564,,Building after
743,211_19_r,29,211_19_r_29,20170076,75,0,29,0,0,1,17697.13157894737,1,0,3cb432a8-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3422729820919537,,0,,Building after
744,211_19_r,30,211_19_r_30,20170076,75,0,50,0,0,1,21259.39473684211,0,1,3cb432bc-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6363.25,0.2993147302059647,,5556,,Building after
745,211_19_r,31,211_19_r_31,20170076,75,0,50,0,0,1,17314.18421052632,0,1,3cb432da-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6407.25,0.3700578625070105,,5600,,Building after
746,211_19_r,32,211_19_r_32,20170076,75,0,44,0,0,1,19657.13157894737,1,0,3cb432ee-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6057.25,0.3081451622619888,,0,,Building after
747,211_19_r,33,211_19_r_33,20170076,75,0,71,0,0,1,18805.39473684211,0,1,3cb4330c-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6363.25,0.3383736469798,,5556,,Building after
748,211_19_r,34,211_19_r_34,20170076,75,0,43,0,0,1,19169.5,0,1,3cb43320-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6379.25,0.3327812410339341,,5572,,Building after
749,211_19_r,35,211_19_r_35,20170076,75,0,24,0,0,1,17217.81578947368,0,1,3cb4333e-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6389.25,0.3710836541709399,,5582,,Building after
750,211_19_r,36,211_19_r_36,20170076,75,0,28,0,0,1,20060.5,0,1,3cb4335c-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6398.25,0.3189476832581441,,5591,,Building after
751,211_22_r,1,211_22_r_1,20170076,75,0,37,0,0,1,19366.13157894737,0,1,3cb4289e-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6342.25,0.3274918366709109,,5535,,Building after
752,211_22_r,3,211_22_r_3,20170076,75,0,42,0,0,1,21331.60526315789,0,1,3cb428b2-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6395.25,0.2998016286681117,,5588,,Building after
753,211_22_r,4,211_22_r_4,20170076,75,0,23,0,0,1,19958.18421052632,0,1,3cb428d0-9b83-11eb-88c0-acde48001122,2,8,New Comers,10.0,400.0,407.25,6388.25,0.3200817234982087,,5581,,Building after
754,224_3,1,224_3_1,502-0196659,73,34,68,0,1,1,11389.0,0,1,2a6d1e02-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
755,224_3,2,224_3_2,502-0196659,73,41,43,0,0,1,12621.0,0,1,2a6d1e34-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
756,224_3,3,224_3_3,502-0196659,73,12,35,0,0,1,12721.0,0,1,2a6d1e5c-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
757,224_3,4,224_3_4,502-0196659,73,24,71,1,0,1,13489.0,1,0,2a6d1e8e-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
758,224_3,5,224_3_5,502-0196659,73,9,67,0,0,0,6367.0,1,0,2a6d1eb6-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
759,224_3,6,224_3_6,502-0196659,73,8,69,0,0,0,6770.0,0,1,2a6d1f38-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
760,224_3,7,224_3_7,502-0196659,73,17,92,0,0,1,12685.0,1,0,2a6d1f6a-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
761,224_3,8,224_3_8,502-0196659,73,34,41,0,1,0,5281.0,0,1,2a6d1fba-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
762,224_3,9,224_3_9,502-0196659,73,19,50,0,0,0,8825.0,0,1,2a6d1fec-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
763,224_3,10,224_3_10,502-0196659,73,16,23,0,1,0,6474.0,0,1,2a6d2014-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
764,224_3,11,224_3_11,502-0196659,73,10,74,0,0,1,10168.0,1,0,2a6d2046-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
765,224_3,12,224_3_12,502-0196659,73,26,34,0,0,1,13594.0,1,0,2a6d2078-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
766,224_3,13,224_3_13,502-0196659,73,44,17,0,1,1,12835.0,0,1,2a6d20a0-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
767,224_3,14,224_3_14,502-0196659,73,29,43,0,0,0,9319.0,1,0,2a6d20d2-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
768,224_3,15,224_3_15,502-0196659,73,37,74,1,0,1,11898.0,0,1,2a6d2104-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
769,224_3,16,224_3_16,502-0196659,73,40,49,0,0,1,12782.0,0,1,2a6d212c-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
770,224_3,17,224_3_17,502-0196659,73,26,94,0,0,1,9759.0,0,1,2a6d215e-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
771,224_3,18,224_3_18,502-0196659,73,41,39,1,0,0,9168.0,1,0,2a6d2186-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
772,224_3,19,224_3_19,502-0196659,73,41,48,0,0,1,10372.0,1,0,2a6d21b8-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
773,224_3,20,224_3_20,502-0196659,73,45,65,0,1,0,5692.0,1,0,2a6d21e0-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
774,220_7,1,220_7_1,502-0196659,73,9,23,0,1,0,6038.0,1,0,2a6d2212-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
775,220_7,2,220_7_2,502-0196659,73,36,42,0,0,0,8635.0,1,0,2a6d2244-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
776,220_7,3,220_7_3,502-0196659,73,42,20,0,0,0,9106.0,0,1,2a6d226c-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
777,220_7,4,220_7_4,502-0196659,73,13,43,0,0,0,9850.0,0,1,2a6d2294-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
778,220_7,5,220_7_5,502-0196659,73,7,41,0,0,0,7177.0,0,1,2a6d22c6-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
779,220_7,6,220_7_6,502-0196659,73,46,22,0,1,0,5590.0,1,0,2a6d22f8-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
780,220_7,7,220_7_7,502-0196659,73,5,54,0,0,0,9735.0,0,1,2a6d232a-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
781,220_7,8,220_7_8,502-0196659,73,25,62,0,1,0,6447.0,0,1,2a6d2352-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
782,220_7,9,220_7_9,502-0196659,73,20,24,1,0,0,7159.0,1,0,2a6d2384-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
783,220_7,10,220_7_10,502-0196659,73,8,35,0,0,0,6301.0,1,0,2a6d23b6-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
784,220_7,11,220_7_11,502-0196659,73,33,88,0,0,0,8873.0,0,1,2a6d23e8-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
785,220_7,12,220_7_12,502-0196659,73,45,37,0,0,0,6566.0,0,1,2a6d242e-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
786,220_7,13,220_7_13,502-0196659,73,5,33,0,0,0,9530.0,0,1,2a6d2460-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
787,220_7,14,220_7_14,502-0196659,73,19,85,0,0,0,8028.0,1,0,2a6d2492-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
788,220_7,15,220_7_15,502-0196659,73,13,44,0,0,0,6671.0,1,0,2a6d24c4-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
789,220_7,16,220_7_16,502-0196659,73,4,22,0,1,0,6446.0,1,0,2a6d24ec-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
790,220_7,17,220_7_17,502-0196659,73,41,75,1,0,0,6987.0,0,1,2a6d2528-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
791,220_7,18,220_7_18,502-0196659,73,4,89,0,1,0,5299.0,0,1,2a6d2550-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
792,220_7,19,220_7_19,502-0196659,73,37,70,0,0,0,9292.0,0,1,2a6d2582-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
793,220_7,20,220_7_20,502-0196659,73,39,68,1,0,0,7067.0,1,0,2a6d25aa-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
794,220_3,1,220_3_1,502-0196659,73,28,44,0,0,0,7803.0,0,1,2a6d25dc-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
795,220_3,2,220_3_2,502-0196659,73,2,51,0,0,0,6504.0,0,1,2a6d2604-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
796,220_3,3,220_3_3,502-0196659,73,8,21,0,0,0,8757.0,1,0,2a6d2636-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
797,220_3,4,220_3_4,502-0196659,73,19,49,0,0,0,7997.0,1,0,2a6d2668-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
798,220_3,5,220_3_5,502-0196659,73,42,67,0,0,0,6851.0,0,1,2a6d269a-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
799,220_3,6,220_3_6,502-0196659,73,30,44,0,0,0,6677.0,0,1,2a6d26cc-9b6a-11eb-ab03-acde48001122,0,0,stay,,,,,,,0,0.0,Building before
